"component","route","source","line","interaction","api_candidates","review_flags"
"patient","/diagnostics/orders","patient/nabd plus/app/diagnostics/orders.tsx","164","</TouchableOpacity>","/labs/bookings/mine",""
"patient","/diagnostics/orders","patient/nabd plus/app/diagnostics/orders.tsx","191","<TouchableOpacity","/labs/bookings/mine",""
"patient","/diagnostics/orders","patient/nabd plus/app/diagnostics/orders.tsx","199","onPress={() =>","/labs/bookings/mine",""
"patient","/diagnostics/orders","patient/nabd plus/app/diagnostics/orders.tsx","200","(router.push as any)(`/diagnostics/sample-tracking?bookingId=${order.id}`)","/labs/bookings/mine",""
"patient","/diagnostics/orders","patient/nabd plus/app/diagnostics/orders.tsx","283","</TouchableOpacity>","/labs/bookings/mine",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","3","import { StyleSheet, View, Text, TouchableOpacity, ScrollView, FlatList, TextInput, Image, ActivityIndicator, Platform, Alert, StatusBar, KeyboardAvoidingView, Modal, I18nManager, Dimensions } from 'react-native';","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","44","<TouchableOpacity onPress={() => router.back()} style={{ marginTop: 20 }}><AppText style={{ color: colors.primary }}>العودة</AppText></TouchableOpacity>","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","58","<TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}>","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","60","</TouchableOpacity>","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","122","<TouchableOpacity","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","124","onPress={() => addItem({ id, name: pkg.name, price: parseInt(pkg.price), kind: 'lab' })}","/labs/packages/${id}",""
"patient","/diagnostics/package-detail","patient/nabd plus/app/diagnostics/package-detail.tsx","131","</TouchableOpacity>","/labs/packages/${id}",""
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","6","TouchableOpacity,","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","48","<TouchableOpacity style={styles.backBtn} onPress={() => router.back()}>","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","54","</TouchableOpacity>","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","78","<TouchableOpacity","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","81","onPress={() => setActiveCat(c)}","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","92","</TouchableOpacity>","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","106","<TouchableOpacity","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","109","onPress={() =>","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","110","router.push(`/diagnostics/package-detail?id=${pkg.id}`)","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/packages","patient/nabd plus/app/diagnostics/packages.tsx","160","</TouchableOpacity>","/labs/packages | /labs/categories","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/results-history","patient/nabd plus/app/diagnostics/results-history.tsx","3","import { View, StyleSheet, FlatList, TouchableOpacity, StatusBar, ActivityIndicator } from 'react-native';","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/results-history","patient/nabd plus/app/diagnostics/results-history.tsx","43","<IconButton icon=""back"" onPress={() => router.back()} />","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/results-history","patient/nabd plus/app/diagnostics/results-history.tsx","69","<TouchableOpacity","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/results-history","patient/nabd plus/app/diagnostics/results-history.tsx","72","onPress={() => hasReport && router.push({ pathname: '/reports/view-report', params: { reportId: report.id || item.id, url: report.url || report.url_base64, name: report.name } })}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/results-history","patient/nabd plus/app/diagnostics/results-history.tsx","105","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","3","import { View, StyleSheet, ScrollView, TouchableOpacity, StatusBar, ActivityIndicator, Alert, Linking } from 'react-native';","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","84","<Button label=""تصفح التحاليل"" onPress={() => router.push('/(tabs)/diagnostics')} />","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","146","<TouchableOpacity onPress={() => router.replace('/(tabs)/diagnostics')} style={styles.backBtn}>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","148","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","173","<TouchableOpacity style={[styles.callBtn, { backgroundColor: '#E6FAF7' }]} onPress={() => Linking.openURL(`tel:${booking.technician_phone || '0500000000'}`).catch(() => Alert.alert('خطأ', 'لا يمكن فتح تطبيق الاتصال'))}>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/sample-tracking","patient/nabd plus/app/diagnostics/sample-tracking.tsx","175","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/search","patient/nabd plus/app/diagnostics/search.tsx","71","<IconButton icon=""back"" onPress={() => router.back()} />","/labs/services","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/search","patient/nabd plus/app/diagnostics/search.tsx","95","onPress={() =>","/labs/services","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/search","patient/nabd plus/app/diagnostics/search.tsx","96","router.push({","/labs/services","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/diagnostics/technician-tracking","patient/nabd plus/app/diagnostics/technician-tracking.tsx","67","onPress={() => router.back()}","/labs/bookings/${bookingId}",""
"patient","/diagnostics/technician-tracking","patient/nabd plus/app/diagnostics/technician-tracking.tsx","155","onPress={() => Linking.openURL(""tel:920000000"")}","/labs/bookings/${bookingId}",""
"patient","/diagnostics/technician-tracking","patient/nabd plus/app/diagnostics/technician-tracking.tsx","163","onPress={() => Linking.openURL(""tel:920000000"")}","/labs/bookings/${bookingId}",""
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","3","import { StyleSheet, View, Text, TouchableOpacity, ScrollView, FlatList, TextInput, Image, ActivityIndicator, Platform, Alert, StatusBar, KeyboardAvoidingView, Modal, I18nManager, Dimensions } from 'react-native';","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","47","<TouchableOpacity onPress={() => setIsFavorite(!isFavorite)}>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","49","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","54","<TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","56","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","105","<TouchableOpacity","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","107","onPress={() => addItem({ id, name: testData.name, price: parseInt(testData.price), kind: isRadiology ? 'radiology' : 'lab' })}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/diagnostics/test-detail","patient/nabd plus/app/diagnostics/test-detail.tsx","114","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","6","View, StyleSheet, ScrollView, TouchableOpacity, StatusBar,","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","91","<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","93","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","107","<TouchableOpacity key={med.id} onPress={() => toggleMed(med.id)}","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","125","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","135","<TouchableOpacity key={i} onPress={() => setNewDrug(drug)}","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","141","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","147","<TouchableOpacity onPress={handleScan} activeOpacity={0.85}>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","152","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","199","<TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","202","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","203","<TouchableOpacity onPress={() => setScanState('idle')}","/health/medications | /ai/drug-interactions",""
"patient","/drug-scanner","patient/nabd plus/app/drug-scanner/index.tsx","206","</TouchableOpacity>","/health/medications | /ai/drug-interactions",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","4","import { View, StyleSheet, ScrollView, TouchableOpacity, Alert, StatusBar } from 'react-native';","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","49","onPress: () => {","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","51","{ text: 'حسناً', onPress: () => router.push('/(tabs)/index' as any) }","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","67","<IconButton icon=""close"" bg=""rgba(255,255,255,0.25)"" color=""#fff"" onPress={handleCancelSOS} />","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","120","<IconButton icon=""call"" bg={colors.primarySurface} color={colors.primary} onPress={() => Alert.alert('اتصال بالمسعف', 'جاري الاتصال بالمسعف فيصل العتيبي...')} />","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","140","<Button label=""اتصال بغرفة العمليات "" variant=""primary"" size=""lg"" style={{ flex: 1.2 }} onPress={() => Alert.alert('اتصال الطوارئ', 'جاري الاتصال بالهلال الأحمر والعمليات الصحية...')} />","/emergency/sos/status",""
"patient","/emergency/sos-active","patient/nabd plus/app/emergency/sos-active.tsx","141","<Button label=""إلغاء الطلب"" variant=""outline"" size=""lg"" style={{ flex: 0.8 }} onPress={handleCancelSOS} />","/emergency/sos/status",""
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","6","TouchableOpacity,","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","43","onPress: async () => {","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","66","router.push({","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","106","onPress={() => router.back()}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","114","<TouchableOpacity","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","116","onPress={handleSOS}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","139","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","174","<TouchableOpacity","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","176","onPress={() => callNumber(item.number)}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","194","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","205","onPress={() => router.push(""/emergency/tracking"" as never)}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","232","<TouchableOpacity","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","233","onPress={() => callNumber(EMERGENCY_NUMBERS.poison)}","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/sos","patient/nabd plus/app/emergency/sos.tsx","251","</TouchableOpacity>","dynamic API call","استدعاء API ديناميكي يحتاج تتبعاً يدوياً | تفاعلات دون عقد API حرفي في الملف"
"patient","/emergency/tracking","patient/nabd plus/app/emergency/tracking.tsx","4","import { View, StyleSheet, TouchableOpacity, Animated} from 'react-native';","/emergency/tracking","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/emergency/tracking","patient/nabd plus/app/emergency/tracking.tsx","60","<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>","/emergency/tracking","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/emergency/tracking","patient/nabd plus/app/emergency/tracking.tsx","62","</TouchableOpacity>","/emergency/tracking","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/emergency/tracking","patient/nabd plus/app/emergency/tracking.tsx","102","<TouchableOpacity style={styles.callBtn}>","/emergency/tracking","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/emergency/tracking","patient/nabd plus/app/emergency/tracking.tsx","105","</TouchableOpacity>","/emergency/tracking","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","9","TouchableOpacity,","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","73","onPress: async (title) => {","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","121","onPress: async () => {","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","171","<IconButton icon=""back"" onPress={() => router.back()} />","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","185","<TouchableOpacity","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","187","onPress={() => setSelectedDay(i)}","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","208","</TouchableOpacity>","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","227","onPress={handleAddEvent}","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/calendar","patient/nabd plus/app/family/calendar.tsx","278","onPress={() => handleDeleteEvent(e.id)}","/family/calendar | /family/calendar/event | /family/calendar/event/${id}",""
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","4","import { View, StyleSheet, ScrollView, StatusBar, TouchableOpacity, TextInput, FlatList } from 'react-native';","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","56","<TouchableOpacity onPress={() => router.push('/reports/view-report')} style={{ flexDirection: 'row-reverse', gap: 8, alignItems: 'center' }}>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","59","</TouchableOpacity>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","73","<IconButton icon=""call"" onPress={() => router.push('/family/voice-call')} />","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","74","<IconButton icon=""video"" onPress={() => router.push({ pathname: '/consultations/video-call', params: { mode: 'video' } })} />","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","80","<IconButton icon=""back"" onPress={() => router.back()} />","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","87","<TouchableOpacity onPress={send} style={[st.sendBtn, { backgroundColor: colors.primary } ]}>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","89","</TouchableOpacity>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","90","<TextInput value={msg} onChangeText={setMsg} placeholder=""اكتب رسالة..."" placeholderTextColor={colors.textTertiary} style={[st.input, { backgroundColor: colors.surfaceSecondary, color: colors.textPrimary }]} onSubmitEdit","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","91","<TouchableOpacity onPress={() => router.push('/reports/hub')} style={st.attachBtn}>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","93","</TouchableOpacity>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","94","<TouchableOpacity onPress={() => setRecording(!recording)} style={[st.attachBtn, recording && { backgroundColor: colors.error + '20' } ]}>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/chat","patient/nabd plus/app/family/chat.tsx","96","</TouchableOpacity>","/family/chat/messages","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/emergency-contacts","patient/nabd plus/app/family/emergency-contacts.tsx","62","onPress={() => {","","تفاعلات دون عقد API حرفي في الملف"
"patient","/family/emergency-contacts","patient/nabd plus/app/family/emergency-contacts.tsx","67","<IconButton icon=""back"" onPress={() => router.back()} />","","تفاعلات دون عقد API حرفي في الملف"
"patient","/family/emergency-contacts","patient/nabd plus/app/family/emergency-contacts.tsx","127","onPress={() => {","","تفاعلات دون عقد API حرفي في الملف"
"patient","/family/emergency-contacts","patient/nabd plus/app/family/emergency-contacts.tsx","138","onPress={() => {","","تفاعلات دون عقد API حرفي في الملف"
"patient","/family/emergency-contacts","patient/nabd plus/app/family/emergency-contacts.tsx","144","onPress={() => router.push(""/emergency/sos"")}","","تفاعلات دون عقد API حرفي في الملف"
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","9","TouchableOpacity,","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","108","onPress={() => router.push(""/family/invite"")}","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","122","onPress={() => router.push(""/(tabs)/index"" as any)}","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","140","<TouchableOpacity","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","143","onPress={() => router.push(q.route as any)}","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","152","</TouchableOpacity>","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","166","onPress={() =>","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","167","router.push({","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","198","onPress={() =>","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","199","router.push({","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","209","onPress={() => router.push(""/family/chat"")}","/family/members",""
"patient","/family/hub","patient/nabd plus/app/family/hub.tsx","218","onPress={() => router.push(""/family/invite"")}","/family/members",""
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","3","import { View, StyleSheet, ScrollView, StatusBar, TouchableOpacity, Share, ActivityIndicator } from 'react-native';","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","57","<IconButton icon=""back"" onPress={() => router.back()} />","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","89","<TouchableOpacity onPress={copyCode}>","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","91","</TouchableOpacity>","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","93","<Button label=""مشاركة الرابط"" variant=""gradient"" icon=""share"" onPress={shareLink} />","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","116","<TouchableOpacity onPress={copyCode} style={{ flexDirection: 'row-reverse', gap: 6, alignItems: 'center' }}>","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/invite","patient/nabd plus/app/family/invite.tsx","119","</TouchableOpacity>","/family/invite","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","86","onPress={() => router.replace(""/health/family-hub"")}","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","108","<IconButton icon=""back"" onPress={() => router.back()} />","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","143","onPress={lookupCode}","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","149","onPress={() => {","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","197","onPress={accept}","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/join","patient/nabd plus/app/family/join.tsx","203","onPress={() => router.back()}","/family/join","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","131","onPress={() =>","/family/member-health/${memberId}",""
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","132","router.push({","/family/member-health/${memberId}",""
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","149","onPress={() => router.back()}","/family/member-health/${memberId}",""
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","257","onPress={() => router.push(""/family/chat"")}","/family/member-health/${memberId}",""
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","263","onPress={() => router.push(""/family/voice-call"")}","/family/member-health/${memberId}",""
"patient","/family/member-health","patient/nabd plus/app/family/member-health.tsx","269","onPress={() => router.push(""/(tabs)/consultations"")}","/family/member-health/${memberId}",""
"patient","/family/permission-request","patient/nabd plus/app/family/permission-request.tsx","83","<IconButton icon=""back"" bg=""rgba(255,255,255,0.18)"" color=""#fff"" onPress={() => router.back()} />","/family/permissions/pending | /family/permissions/respond/${requestInfo._id || requestInfo.id}","مؤشر بيانات بديلة/محاكاة يحتاج مراجعة"
