component	file	line	endpoints	classification	marker
patient	patient-app/nabd_plus/app/index.tsx	37	/(auth	WIRED_CANDIDATE	"router.replace(""/(auth)/welcome"");"
patient	patient-app/nabd_plus/app/index.tsx	39	/(tabs	WIRED_CANDIDATE	"router.replace(""/(tabs)"");"
patient	patient-app/nabd_plus/app/index.tsx	42	/(auth	WIRED_CANDIDATE	"router.replace(""/(auth)/welcome"");"
patient	patient-app/nabd_plus/app/_layout.tsx	60	/auth/guest	WIRED_CANDIDATE	const res: any = await apiFetch('/auth/guest', { method: 'POST', body: JSON.stringify({ deviceId }) });
patient	patient-app/nabd_plus/app/ai-assistant.tsx	135	/ai/prescription-translator	WIRED_CANDIDATE	onPress={() => router.push('/ai/prescription-translator')}
patient	patient-app/nabd_plus/app/ai-assistant.tsx	140		UI_ACTION_REVIEW	onChangeText={setInput}
patient	patient-app/nabd_plus/app/ai-assistant.tsx	142		UI_ACTION_REVIEW	onSubmitEditing={sendMessage}
patient	patient-app/nabd_plus/app/ai-assistant.tsx	150		UI_ACTION_REVIEW	onPress={sendMessage}
patient	patient-app/nabd_plus/utils/api.ts	10		UI_ACTION_REVIEW	* The exported signature is intentionally unchanged (`apiFetch(endpoint, options)`)
patient	patient-app/nabd_plus/app/support/chat.tsx	129		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/nabd_plus/app/support/chat.tsx	199		FAIL_CLOSED_REVIEW	onPress={() => sendMessage(qr)}
patient	patient-app/nabd_plus/app/support/chat.tsx	226		UI_ACTION_REVIEW	onPress={() => sendMessage(inputText)}
patient	patient-app/nabd_plus/app/support/chat.tsx	241		UI_ACTION_REVIEW	onChangeText={setInputText}
patient	patient-app/nabd_plus/app/support/chat.tsx	245		UI_ACTION_REVIEW	onSubmitEditing={() => sendMessage(inputText)}
patient	patient-app/nabd_plus/app/support/chat.tsx	250		UI_ACTION_REVIEW	onPress={async () => {
patient	patient-app/nabd_plus/app/support/ticket.tsx	44	/support/chat	WIRED_CANDIDATE	"onPress={() => router.push(""/support/chat"")}"
patient	patient-app/nabd_plus/app/support/ticket.tsx	50		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/nabd_plus/app/support/ticket.tsx	69	/support/chat	WIRED_CANDIDATE	"onPress={() => router.push(""/support/chat"")}"
patient	patient-app/nabd_plus/app/community/hub.tsx	59		UI_ACTION_REVIEW	const res = await apiFetch(`/community/posts?page=1&limit=20${qs}`);
patient	patient-app/nabd_plus/app/community/hub.tsx	74	/community/posts	WIRED_CANDIDATE	"await apiFetch(""/community/posts"", {"
patient	patient-app/nabd_plus/app/community/hub.tsx	98		UI_ACTION_REVIEW	onPress={() => setShowComposer(true)}
patient	patient-app/nabd_plus/app/community/hub.tsx	107		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/community/hub.tsx	143		UI_ACTION_REVIEW	onPress={() => setActiveCategory(cat.key)}
patient	patient-app/nabd_plus/app/community/hub.tsx	171		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/community/hub.tsx	172		UI_ACTION_REVIEW	router.push({
patient	patient-app/nabd_plus/app/community/hub.tsx	238		UI_ACTION_REVIEW	onPress={() => setPostCategory(c.key)}
patient	patient-app/nabd_plus/app/community/hub.tsx	248		UI_ACTION_REVIEW	onChangeText={setPostText}
patient	patient-app/nabd_plus/app/community/hub.tsx	260		UI_ACTION_REVIEW	onPress={publishPost}
patient	patient-app/nabd_plus/app/community/hub.tsx	264		UI_ACTION_REVIEW	"<Button label=""إلغاء"" variant=""ghost"" onPress={() => setShowComposer(false)} />"
patient	patient-app/nabd_plus/app/community/post-detail.tsx	53		UI_ACTION_REVIEW	const res = await apiFetch(`/community/posts/${postId}`);
patient	patient-app/nabd_plus/app/community/post-detail.tsx	68		UI_ACTION_REVIEW	const res = await apiFetch(`/community/posts/${postId}/vote`, {
patient	patient-app/nabd_plus/app/community/post-detail.tsx	87		UI_ACTION_REVIEW	const res = await apiFetch(`/community/posts/${postId}/comment`, {
patient	patient-app/nabd_plus/app/community/post-detail.tsx	132		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/nabd_plus/app/community/post-detail.tsx	178		UI_ACTION_REVIEW	onPress={async () => {
patient	patient-app/nabd_plus/app/community/post-detail.tsx	189		UI_ACTION_REVIEW	onPress={() => commentsRef.current?.scrollToEnd?.({ animated: true })}
patient	patient-app/nabd_plus/app/community/post-detail.tsx	194		UI_ACTION_REVIEW	<TouchableOpacity style={styles.actionBtn} onPress={handleVote}>
patient	patient-app/nabd_plus/app/community/post-detail.tsx	257		UI_ACTION_REVIEW	onPress={sendComment}
patient	patient-app/nabd_plus/app/community/post-detail.tsx	273		UI_ACTION_REVIEW	onChangeText={setComment}
patient	patient-app/nabd_plus/app/community/post-detail.tsx	277		UI_ACTION_REVIEW	onSubmitEditing={sendComment}
patient	patient-app/nabd_plus/app/reports/hub.tsx	71	/medical-reports/mine?limit=100	WIRED_CANDIDATE	"const res = await apiFetch(""/medical-reports/mine?limit=100"");"
patient	patient-app/nabd_plus/app/reports/hub.tsx	110		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/reports/hub.tsx	143		UI_ACTION_REVIEW	onPress={() => setFilter(f.key)}
patient	patient-app/nabd_plus/app/reports/hub.tsx	154		UI_ACTION_REVIEW	"<Button label=""إعادة المحاولة"" size=""sm"" full={false} onPress={() => { setLoading(true); load(); }} />"
patient	patient-app/nabd_plus/app/reports/hub.tsx	178		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/reports/hub.tsx	179		UI_ACTION_REVIEW	router.push({
patient	patient-app/nabd_plus/app/reports/hub.tsx	237		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/reports/hub.tsx	238		UI_ACTION_REVIEW	router.push({
patient	patient-app/nabd_plus/app/reports/hub.tsx	250		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/reports/hub.tsx	251		UI_ACTION_REVIEW	router.push({
patient	patient-app/nabd_plus/app/reports/timeline.tsx	43	/medical-reports/timeline	WIRED_CANDIDATE	const res = await apiFetch('/medical-reports/timeline');
patient	patient-app/nabd_plus/app/reports/timeline.tsx	80		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/reports/timeline.tsx	89	/reports/passport	WIRED_CANDIDATE	"onPress={() => router.push(""/reports/passport"" as any)}"
patient	patient-app/nabd_plus/app/reports/timeline.tsx	117		UI_ACTION_REVIEW	onPress={() => setFilter(k)}
patient	patient-app/nabd_plus/app/reports/timeline.tsx	207		UI_ACTION_REVIEW	onPress={() => handleDownload(item.title)}
patient	patient-app/nabd_plus/app/reports/ai-analysis.tsx	37	/ai/analyze-report	WIRED_CANDIDATE	"const res = await apiFetch(""/ai/analyze-report"", {"
patient	patient-app/nabd_plus/app/reports/ai-analysis.tsx	72		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/reports/ai-analysis.tsx	90		UI_ACTION_REVIEW	"<Button label=""رجوع"" size=""sm"" full={false} onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/reports/ai-analysis.tsx	154	/(tabs	WIRED_CANDIDATE	"onPress={() => router.push(""/(tabs)/consultations"")}"
patient	patient-app/nabd_plus/app/reports/view-report.tsx	70		UI_ACTION_REVIEW	const res = await apiFetch(`/reports/${params.id}`);
patient	patient-app/nabd_plus/app/reports/view-report.tsx	110		UI_ACTION_REVIEW	"<Button label=""رجوع"" size=""sm"" full={false} onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/reports/view-report.tsx	132		UI_ACTION_REVIEW	onPress={handleShare}
patient	patient-app/nabd_plus/app/reports/view-report.tsx	141		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/reports/view-report.tsx	245		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/reports/view-report.tsx	246	/reports/ai-analysis	WIRED_CANDIDATE	"router.push({ pathname: ""/reports/ai-analysis"", params: { id: report.id } })"
patient	patient-app/nabd_plus/app/reports/passport.tsx	38	/medical-profile	WIRED_CANDIDATE	apiFetch('/medical-profile').then(res => setProfile(res)).catch(() => {});
patient	patient-app/nabd_plus/app/reports/passport.tsx	39	/medical-profile/passport-token	WIRED_CANDIDATE	apiFetch('/medical-profile/passport-token').then(res => setPassportToken(res)).catch(() => setPassportToken(null));
patient	patient-app/nabd_plus/app/reports/passport.tsx	72		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/reports/passport.tsx	79		UI_ACTION_REVIEW	"<IconButton icon=""share"" onPress={handleSharePassport} />"
patient	patient-app/nabd_plus/app/reports/passport.tsx	250		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/profile/index.tsx	34	/(auth	WIRED_CANDIDATE	router.replace('/(auth)/welcome');
patient	patient-app/nabd_plus/app/profile/index.tsx	44	/loyalty/account	WIRED_CANDIDATE	apiFetch('/loyalty/account')
patient	patient-app/nabd_plus/app/profile/index.tsx	61	/health/edit-profile	WIRED_CANDIDATE	"{!isGuest && <IconButton icon=""edit"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/health/edit-profile')} />}"
patient	patient-app/nabd_plus/app/profile/index.tsx	68		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/profile/index.tsx	79		UI_ACTION_REVIEW	"<Button label=""تسجيل الدخول / إنشاء حساب"" variant=""primary"" onPress={handleLogout} style={{ width: '100%', marginTop: 8 }}/>"
patient	patient-app/nabd_plus/app/profile/index.tsx	88		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/nabd_plus/app/profile/index.tsx	95		UI_ACTION_REVIEW	router.push(item.route as any);
patient	patient-app/nabd_plus/app/profile/index.tsx	115		UI_ACTION_REVIEW	"{!isGuest && <Button label=""تسجيل الخروج"" variant=""outline"" icon=""logout"" onPress={handleLogout} style={{ borderColor: colors.error }}/>}"
patient	patient-app/nabd_plus/app/profile/addresses.tsx	29	/users/me/addresses	WIRED_CANDIDATE	"const data = await apiFetch(""/users/me/addresses"");"
patient	patient-app/nabd_plus/app/profile/addresses.tsx	46		UI_ACTION_REVIEW	await apiFetch(`/users/me/addresses/${id}`, {
patient	patient-app/nabd_plus/app/profile/addresses.tsx	85		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/profile/addresses.tsx	108		UI_ACTION_REVIEW	onPress={() => handleSetDefault(addr.id)}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	40	/users/me/insurance	WIRED_CANDIDATE	"const data = await apiFetch(""/users/me/insurance"");"
patient	patient-app/nabd_plus/app/profile/insurance.tsx	61	/insurance/companies	WIRED_CANDIDATE	"const list = await apiFetch(""/insurance/companies"");"
patient	patient-app/nabd_plus/app/profile/insurance.tsx	73		UI_ACTION_REVIEW	const nets = await apiFetch(`/insurance/companies/${c.id || c.code}/networks`);
patient	patient-app/nabd_plus/app/profile/insurance.tsx	96	/users/me/insurance	WIRED_CANDIDATE	"const saved = await apiFetch(""/users/me/insurance"", {"
patient	patient-app/nabd_plus/app/profile/insurance.tsx	139		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	190		UI_ACTION_REVIEW	onPress={openForm}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	209		UI_ACTION_REVIEW	onPress={() => pickCompany(c)}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	240		UI_ACTION_REVIEW	onPress={() => setNetworkCode(n.code)}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	263		UI_ACTION_REVIEW	onChangeText={setPolicyNumber}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	271		UI_ACTION_REVIEW	onChangeText={setMemberId}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	278		UI_ACTION_REVIEW	onPress={savePolicy}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	284		UI_ACTION_REVIEW	onPress={() => setShowForm(false)}
patient	patient-app/nabd_plus/app/profile/insurance.tsx	306		UI_ACTION_REVIEW	onPress={openForm}
patient	patient-app/nabd_plus/app/offers/index.tsx	23	/home/offers	WIRED_CANDIDATE	apiFetch('/home/offers')
patient	patient-app/nabd_plus/app/offers/index.tsx	40		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/offers/index.tsx	54		UI_ACTION_REVIEW	"{loadError && <AppText variant=""labelMD"" color={colors.primary} onPress={load}>إعادة المحاولة</AppText>}"
patient	patient-app/nabd_plus/app/offers/index.tsx	59		UI_ACTION_REVIEW	<TouchableOpacity key={o.id || i} activeOpacity={0.85} onPress={() => o.id && router.push(`/offers/${o.id}`)}>
patient	patient-app/nabd_plus/app/offers/[id].tsx	62	/consultations/book/[id]	WIRED_CANDIDATE	router.push({ pathname: '/consultations/book/[id]', params: { id: p.id } } as any);
patient	patient-app/nabd_plus/app/offers/[id].tsx	80		UI_ACTION_REVIEW	"{loadError && <Button label=""إعادة المحاولة"" variant=""primary"" icon=""refresh"" onPress={load} />}"
patient	patient-app/nabd_plus/app/offers/[id].tsx	81		UI_ACTION_REVIEW	"<Button label=""العودة"" variant=""ghost"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/offers/[id].tsx	101		UI_ACTION_REVIEW	"<IconButton icon=""share"" bg=""rgba(255,255,255,0.25)"" color=""#fff"" onPress={handleShare} />"
patient	patient-app/nabd_plus/app/offers/[id].tsx	102		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg=""rgba(255,255,255,0.25)"" color=""#fff"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/offers/[id].tsx	187		UI_ACTION_REVIEW	onPress={() => handleBookProvider(p)}
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	61	/loyalty/account	WIRED_CANDIDATE	const acc = await apiFetch('/loyalty/account');
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	65	/loyalty/transactions?page=1	WIRED_CANDIDATE	const txRes = await apiFetch('/loyalty/transactions?page=1');
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	68	/loyalty/config	WIRED_CANDIDATE	const configRes = await apiFetch('/loyalty/config').catch(() => null);
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	74	/loyalty/rewards	WIRED_CANDIDATE	const rewardsRes = await apiFetch('/loyalty/rewards').catch(() => null);
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	113	/loyalty/leaderboard	WIRED_CANDIDATE	"<IconButton icon=""info"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/loyalty/leaderboard')} />"
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	114	/loyalty/rewards	WIRED_CANDIDATE	"<IconButton icon=""redeem"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/loyalty/rewards')} />"
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	117		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	206		UI_ACTION_REVIEW	<TouchableOpacity key={t} onPress={() => setActiveTab(t)}
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	268	/loyalty/rewards	WIRED_CANDIDATE	onPress={() => router.push('/loyalty/rewards')}
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	289		UI_ACTION_REVIEW	onPress={async () => {
patient	patient-app/nabd_plus/app/loyalty/hub.tsx	294		UI_ACTION_REVIEW	await apiFetch(`/loyalty/rewards/${rid}/claim`, { method: 'POST' });
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	53	/referrals/my	WIRED_CANDIDATE	"const res = await apiFetch(""/referrals/my"");"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	86	/referrals/apply	WIRED_CANDIDATE	"await apiFetch(""/referrals/apply"", {"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	112		UI_ACTION_REVIEW	"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	132		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	141		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	199		UI_ACTION_REVIEW	"<Button label=""نسخ الكود"" variant=""outline"" icon=""content-copy"" onPress={handleCopyCode} style={{ flex: 1 }} />"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	200		UI_ACTION_REVIEW	"<Button label=""مشاركة الكود"" variant=""primary"" icon=""share"" onPress={handleShare} style={{ flex: 1.2 }} />"
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	209		UI_ACTION_REVIEW	onChangeText={setApplyCode}
patient	patient-app/nabd_plus/app/loyalty/referrals.tsx	219		UI_ACTION_REVIEW	onPress={handleApply}
patient	patient-app/nabd_plus/app/loyalty/challenges.tsx	30	/loyalty/challenges	WIRED_CANDIDATE	const res = await apiFetch('/loyalty/challenges');
patient	patient-app/nabd_plus/app/loyalty/challenges.tsx	52		UI_ACTION_REVIEW	await apiFetch(`/loyalty/challenges/${id}/join`, { method: 'POST' });
patient	patient-app/nabd_plus/app/loyalty/challenges.tsx	73		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/nabd_plus/app/loyalty/challenges.tsx	125		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => joinChallenge(item.id)} style={[styles.joinBtn, { backgroundColor: color } ]}>
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	30	/loyalty/account	WIRED_CANDIDATE	const acc = await apiFetch('/loyalty/account');
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	33	/loyalty/rewards	WIRED_CANDIDATE	const catalog = await apiFetch('/loyalty/rewards');
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	56		UI_ACTION_REVIEW	onPress: async () => {
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	59		UI_ACTION_REVIEW	const res = await apiFetch(`/loyalty/rewards/${reward.id}/claim`, { method: 'POST' });
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	96		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/loyalty/rewards.tsx	134		UI_ACTION_REVIEW	onPress={() => handleClaimReward(r)}
patient	patient-app/nabd_plus/app/loyalty/leaderboard.tsx	36	/loyalty/leaderboard?limit=50	WIRED_CANDIDATE	apiFetch('/loyalty/leaderboard?limit=50')
patient	patient-app/nabd_plus/app/loyalty/leaderboard.tsx	80		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/nabd_plus/app/ai/symptom-timeline.tsx	52	/ai/triage/history	WIRED_CANDIDATE	"const res = await apiFetch(""/ai/triage/history"");"
patient	patient-app/nabd_plus/app/ai/symptom-timeline.tsx	75		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()}>
patient	patient-app/nabd_plus/app/ai/symptom-timeline.tsx	88		UI_ACTION_REVIEW	"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"
patient	patient-app/nabd_plus/app/ai/symptom-timeline.tsx	96	/ai/symptom-checker	WIRED_CANDIDATE	"<Button label=""فحص الأعراض الآن"" variant=""gradient"" icon=""stethoscope"" onPress={() => router.push(""/ai/symptom-checker"")} />"
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	37	/care/appointments	WIRED_CANDIDATE	apiFetch('/care/appointments').catch(() => []),
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	38	/health/vitals/summary	WIRED_CANDIDATE	apiFetch('/health/vitals/summary').catch(() => []),
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	39	/health/chronic-meds	WIRED_CANDIDATE	apiFetch('/health/chronic-meds').catch(() => []),
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	40	/health/trends	WIRED_CANDIDATE	apiFetch('/health/trends').catch(() => []),
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	82		UI_ACTION_REVIEW	"<TouchableOpacity onPress={() => router.back()} style={styles.hBtn} accessibilityLabel=""رجوع"">"
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	103	/health/vitals-log	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/health/vitals-log')} style={[styles.primaryBtn, { backgroundColor: colors.primary }]}>
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	161		UI_ACTION_REVIEW	onPress={() => setExpandedVital(expandedVital === key ? null : key)}
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	179	/health/trends	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/health/trends')} style={[styles.recBox, { backgroundColor: colors.primary + '10' }]}>
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	217	/health/trends	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/health/trends')} style={[styles.primaryBtn, { backgroundColor: colors.primary }]}>
patient	patient-app/nabd_plus/app/ai/monthly-report.tsx	220	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	130		UI_ACTION_REVIEW	{ text: 'التقاط صورة بالكاميرا', onPress: () => pickSkinImage(true) },
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	131		UI_ACTION_REVIEW	{ text:'اختيار من المعرض', onPress: () => pickSkinImage(false) },
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	166		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setState('camera')} style={styles.hBtn}>
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	221	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	227		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setState('camera')}
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	242		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	253		UI_ACTION_REVIEW	<TouchableOpacity key={area} onPress={() => setSelectedArea(area)}
patient	patient-app/nabd_plus/app/ai/skin-analysis.tsx	271		UI_ACTION_REVIEW	<TouchableOpacity onPress={handleCapture} style={styles.captureBtn}>
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	76		UI_ACTION_REVIEW	{ text: 'التقاط صورة بالكاميرا', onPress: () => pickImage(true) },
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	77		UI_ACTION_REVIEW	{ text:'اختيار من المعرض', onPress: () => pickImage(false) },
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	138		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg=""rgba(255,255,255,0.18)"" color=""#fff"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	145		UI_ACTION_REVIEW	<TouchableOpacity activeOpacity={0.9} onPress={handleSelectImage} style={[st.uploadArea, { borderColor: colors.primary, backgroundColor: colors.primarySurface } ]}>
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	149		UI_ACTION_REVIEW	"<Button label=""ابدأ الترجمة"" variant=""gradient"" icon=""robot"" loading={translating} onPress={handleSelectImage} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	183		UI_ACTION_REVIEW	<Card key={i} onPress={() => setExpandedMed(expandedMed === i ? null : i)}>
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	239	/(tabs	WIRED_CANDIDATE	"<Button label={med.price != null ? `اطلب — ${med.price} ر.س` : 'اطلب من الصيدلية'} variant=""primary"" icon=""shopping_cart"" size=""sm"" full={false} onPress={() => router.push('/(tabs)/pharmacy')} style={{ flex: 1 }} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	240	/pharmacy/product-detail	WIRED_CANDIDATE	"<Button label=""تفاصيل"" variant=""outline"" icon=""info"" size=""sm"" full={false} onPress={() => router.push('/pharmacy/product-detail')} style={{ flex: 1 }} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	248	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/(tabs)/pharmacy')} style={{ borderRadius: 18, overflow: 'hidden' }}>
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	259	/health/medication-reminder-add	WIRED_CANDIDATE	"<Button label=""إضافة للتذكيرات"" variant=""outline"" icon=""bell"" onPress={() => router.push('/health/medication-reminder-add')} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	260	/consultations/share-report	WIRED_CANDIDATE	"<Button label=""مشاركة مع الطبيب"" variant=""ghost"" icon=""share"" onPress={() => router.push('/consultations/share-report')} />"
patient	patient-app/nabd_plus/app/ai/prescription-translator.tsx	264		UI_ACTION_REVIEW	<Card onPress={() => { setTranslated(false); setExpandedMed(null); }} style={{ alignItems: 'center', gap: 8, borderStyle: 'dashed', borderWidth: 2, borderColor: colors.primary }}>
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	106	/(tabs	WIRED_CANDIDATE	router.push('/(tabs)/consultations');
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	127		UI_ACTION_REVIEW	<TouchableOpacity style={styles.hBtn} onPress={() => router.back()}>
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	182		UI_ACTION_REVIEW	onPress={() => handleSuggestionPress(s)}
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	210		UI_ACTION_REVIEW	<TouchableOpacity style={[styles.micBtn, { backgroundColor: isDark ? colors.background : '#EEF2FF' }]} onPress={() => showLocalizedAlert('صوت', 'التسجيل الصوتي غير متاح حالياً')}>
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	217		UI_ACTION_REVIEW	onChangeText={setInput}
patient	patient-app/nabd_plus/app/ai/chat-doctor.tsx	226		UI_ACTION_REVIEW	onPress={() => sendMessage(input)}
patient	patient-app/nabd_plus/app/ai/triage.tsx	89		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/nabd_plus/app/ai/triage.tsx	94		UI_ACTION_REVIEW	"<IconButton icon=""refresh"" onPress={() => {"
patient	patient-app/nabd_plus/app/ai/triage.tsx	159		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/nabd_plus/app/ai/triage.tsx	161	/emergency	WIRED_CANDIDATE	router.push('/emergency');
patient	patient-app/nabd_plus/app/ai/triage.tsx	178		UI_ACTION_REVIEW	onPress={() => handleSend(s)}
patient	patient-app/nabd_plus/app/ai/triage.tsx	191		UI_ACTION_REVIEW	onPress={() => handleSend(inputText)}
patient	patient-app/nabd_plus/app/ai/triage.tsx	197		UI_ACTION_REVIEW	onChangeText={setInputText}
patient	patient-app/nabd_plus/app/ai/triage.tsx	198		UI_ACTION_REVIEW	onSubmitEditing={() => handleSend(inputText)}
patient	patient-app/nabd_plus/app/ai/symptom-checker.tsx	299		UI_ACTION_REVIEW	"<TouchableOpacity onPress={() => setStep(""map"")}>"
