component	file	line	endpoints	classification	marker
patient	patient-app/app/diagnostics/lab-comparison.tsx	96		UI_ACTION_REVIEW	<TouchableOpacity style={styles.backBtn} onPress={() => router.back()}>
patient	patient-app/app/diagnostics/lab-comparison.tsx	209		UI_ACTION_REVIEW	onPress={() => handleBook(lab)}
patient	patient-app/app/diagnostics/lab/[id].tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../../src/utils/api';
patient	patient-app/app/diagnostics/lab/[id].tsx	27		UI_ACTION_REVIEW	apiFetch(`/providers/${id}`),
patient	patient-app/app/diagnostics/lab/[id].tsx	28		UI_ACTION_REVIEW	apiFetch(`/labs/services?providerId=${id}`)
patient	patient-app/app/diagnostics/lab/[id].tsx	54		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={{ marginTop: 20 }}>
patient	patient-app/app/diagnostics/lab/[id].tsx	68		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}>
patient	patient-app/app/diagnostics/lab/[id].tsx	121		UI_ACTION_REVIEW	onPress={() => (router.push as any)(`/diagnostics/test-detail?id=${test.id}&labId=${id}`)}
patient	patient-app/app/diagnostics/lab/[id].tsx	139		UI_ACTION_REVIEW	onPress={() => addItem({ id: test.id, name: test.name, price: test.price, kind: 'lab', lockedProviderId: id as string })}
patient	patient-app/app/diagnostics/my-results.tsx	15		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/diagnostics/my-results.tsx	26	/labs/bookings/mine	WIRED_CANDIDATE	"const data = await apiFetch<any[]>(""/labs/bookings/mine"");"
patient	patient-app/app/diagnostics/my-results.tsx	54		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/diagnostics/my-results.tsx	117		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/diagnostics/my-results.tsx	119		UI_ACTION_REVIEW	? router.push({
patient	patient-app/app/diagnostics/my-results.tsx	127		UI_ACTION_REVIEW	: router.push({
patient	patient-app/app/diagnostics/order/[id].tsx	17		UI_ACTION_REVIEW	import { apiFetch } from '../../../src/utils/api';
patient	patient-app/app/diagnostics/order/[id].tsx	21		UI_ACTION_REVIEW	const { width } = Dimensions.get('window');
patient	patient-app/app/diagnostics/order/[id].tsx	36	/orders/mine	WIRED_CANDIDATE	const res = await apiFetch('/orders/mine' + id);
patient	patient-app/app/diagnostics/order/[id].tsx	54	/orders/mine|/cancel	WIRED_CANDIDATE	await apiFetch('/orders/mine' + id + '/cancel', { method: 'POST' }).catch(() => true);
patient	patient-app/app/diagnostics/order/[id].tsx	69	/orders/mine|/report.pdf	WIRED_CANDIDATE	await apiFetch('/orders/mine' + id + '/report.pdf').catch(() => true);
patient	patient-app/app/diagnostics/order/[id].tsx	111		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.backBtn}>
patient	patient-app/app/diagnostics/order/[id].tsx	202		UI_ACTION_REVIEW	<TouchableOpacity onPress={handleDownload} style={{ flexDirection: 'row', alignItems: 'center' }}>
patient	patient-app/app/diagnostics/order/[id].tsx	260		UI_ACTION_REVIEW	onPress={handleCancel}
patient	patient-app/app/diagnostics/orders.tsx	15		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/diagnostics/orders.tsx	28	/labs/bookings/mine	WIRED_CANDIDATE	"const res = await apiFetch(""/labs/bookings/mine"");"
patient	patient-app/app/diagnostics/orders.tsx	100		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.backBtn}>
patient	patient-app/app/diagnostics/orders.tsx	135		UI_ACTION_REVIEW	"onPress={() => setTab(""current"")}"
patient	patient-app/app/diagnostics/orders.tsx	154		UI_ACTION_REVIEW	"onPress={() => setTab(""past"")}"
patient	patient-app/app/diagnostics/orders.tsx	199		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/diagnostics/orders.tsx	200		UI_ACTION_REVIEW	(router.push as any)(`/diagnostics/sample-tracking?bookingId=${order.id}`)
patient	patient-app/app/diagnostics/package-detail.tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/diagnostics/package-detail.tsx	13		UI_ACTION_REVIEW	const { width } = Dimensions.get('window');
patient	patient-app/app/diagnostics/package-detail.tsx	26		UI_ACTION_REVIEW	apiFetch(`/labs/packages/${id}`)
patient	patient-app/app/diagnostics/package-detail.tsx	44		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={{ marginTop: 20 }}><AppText style={{ color: colors.primary }}>العودة</AppText></TouchableOpacity>
patient	patient-app/app/diagnostics/package-detail.tsx	58		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}>
patient	patient-app/app/diagnostics/package-detail.tsx	124		UI_ACTION_REVIEW	onPress={() => addItem({ id, name: pkg.name, price: parseInt(pkg.price), kind: 'lab' })}
patient	patient-app/app/diagnostics/packages.tsx	15		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/diagnostics/packages.tsx	27	/labs/packages	WIRED_CANDIDATE	apiFetch('/labs/packages'),
patient	patient-app/app/diagnostics/packages.tsx	28	/labs/categories	WIRED_CANDIDATE	apiFetch('/labs/categories')
patient	patient-app/app/diagnostics/packages.tsx	48		UI_ACTION_REVIEW	<TouchableOpacity style={styles.backBtn} onPress={() => router.back()}>
patient	patient-app/app/diagnostics/packages.tsx	81		UI_ACTION_REVIEW	onPress={() => setActiveCat(c)}
patient	patient-app/app/diagnostics/packages.tsx	109		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/diagnostics/packages.tsx	110		UI_ACTION_REVIEW	router.push(`/diagnostics/package-detail?id=${pkg.id}`)
patient	patient-app/app/diagnostics/results-history.tsx	9		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/diagnostics/results-history.tsx	20	/labs/bookings/mine	WIRED_CANDIDATE	const data = await apiFetch<any[]>('/labs/bookings/mine');
patient	patient-app/app/diagnostics/results-history.tsx	43		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/diagnostics/results-history.tsx	72	/reports/view-report	WIRED_CANDIDATE	onPress={() => hasReport && router.push({ pathname: '/reports/view-report', params: { reportId: report.id || item.id, url: report.url || report.url_base64, name: report.name } })}
patient	patient-app/app/diagnostics/sample-tracking.tsx	19		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/diagnostics/sample-tracking.tsx	37	/labs/bookings/mine	WIRED_CANDIDATE	const mine = await apiFetch<any[]>('/labs/bookings/mine');
patient	patient-app/app/diagnostics/sample-tracking.tsx	52		UI_ACTION_REVIEW	const data = await apiFetch<any>(`/labs/bookings/${targetId}`);
patient	patient-app/app/diagnostics/sample-tracking.tsx	93	/(tabs	WIRED_CANDIDATE	"<Button label=""تصفح التحاليل"" onPress={() => router.push('/(tabs)/diagnostics')} />"
patient	patient-app/app/diagnostics/sample-tracking.tsx	155	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.replace('/(tabs)/diagnostics')} style={styles.backBtn}>
patient	patient-app/app/diagnostics/sample-tracking.tsx	182		UI_ACTION_REVIEW	<TouchableOpacity style={[styles.callBtn, { backgroundColor: '#E6FAF7' }]} onPress={() => Linking.openURL(`tel:${booking.technician_phone || '0500000000'}`).catch(() => Alert.aler
patient	patient-app/app/diagnostics/search.tsx	15		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/diagnostics/search.tsx	28	/labs/services	WIRED_CANDIDATE	"const res = await apiFetch(""/labs/services"");"
patient	patient-app/app/diagnostics/search.tsx	71		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/diagnostics/search.tsx	95		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/diagnostics/search.tsx	96		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/diagnostics/technician-tracking.tsx	18		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/diagnostics/technician-tracking.tsx	34		UI_ACTION_REVIEW	apiFetch(`/labs/bookings/${bookingId}`)
patient	patient-app/app/diagnostics/technician-tracking.tsx	67		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/diagnostics/technician-tracking.tsx	151		UI_ACTION_REVIEW	<Button
patient	patient-app/app/diagnostics/technician-tracking.tsx	155		UI_ACTION_REVIEW	"onPress={() => Linking.openURL(""tel:920000000"")}"
patient	patient-app/app/diagnostics/technician-tracking.tsx	159		UI_ACTION_REVIEW	<Button
patient	patient-app/app/diagnostics/technician-tracking.tsx	163		UI_ACTION_REVIEW	"onPress={() => Linking.openURL(""tel:920000000"")}"
patient	patient-app/app/diagnostics/test-detail.tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/diagnostics/test-detail.tsx	13		UI_ACTION_REVIEW	const { width } = Dimensions.get('window');
patient	patient-app/app/diagnostics/test-detail.tsx	30		UI_ACTION_REVIEW	apiFetch(endpoint)
patient	patient-app/app/diagnostics/test-detail.tsx	47		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setIsFavorite(!isFavorite)}>
patient	patient-app/app/diagnostics/test-detail.tsx	54		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}>
patient	patient-app/app/diagnostics/test-detail.tsx	107		UI_ACTION_REVIEW	onPress={() => addItem({ id, name: testData.name, price: parseInt(testData.price), kind: isRadiology ? 'radiology' : 'lab' })}
patient	patient-app/app/drug-scanner/index.tsx	15		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/drug-scanner/index.tsx	35	/health/medications	WIRED_CANDIDATE	apiFetch('/health/medications')
patient	patient-app/app/drug-scanner/index.tsx	47	/ai/drug-interactions	WIRED_CANDIDATE	const res = await apiFetch('/ai/drug-interactions', {
patient	patient-app/app/drug-scanner/index.tsx	91		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/drug-scanner/index.tsx	107		UI_ACTION_REVIEW	<TouchableOpacity key={med.id} onPress={() => toggleMed(med.id)}
patient	patient-app/app/drug-scanner/index.tsx	135		UI_ACTION_REVIEW	<TouchableOpacity key={i} onPress={() => setNewDrug(drug)}
patient	patient-app/app/drug-scanner/index.tsx	147		UI_ACTION_REVIEW	<TouchableOpacity onPress={handleScan} activeOpacity={0.85}>
patient	patient-app/app/drug-scanner/index.tsx	199	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/app/drug-scanner/index.tsx	203		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setScanState('idle')}
patient	patient-app/app/emergency/sos-active.tsx	10		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/emergency/sos-active.tsx	24	/emergency/my-active	WIRED_CANDIDATE	const res = await apiFetch('/emergency/my-active');
patient	patient-app/app/emergency/sos-active.tsx	54		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg=""rgba(255,255,255,0.25)"" color=""#fff"" onPress={() => router.back()} />"
patient	patient-app/app/emergency/sos-active.tsx	93		FAIL_CLOSED_REVIEW	"{emergency?.paramedic_phone ? <IconButton icon=""call"" bg={colors.primarySurface} color={colors.primary} onPress={() => Linking.openURL(`tel:${emergency.paramedic_phone}`)} /> : nu"
patient	patient-app/app/emergency/sos-active.tsx	113	/(tabs	WIRED_CANDIDATE	"<Button label=""العودة للرئيسية"" variant=""primary"" size=""lg"" style={{ flex: 1 }} onPress={() => router.push('/(tabs)/index' as any)} />"
patient	patient-app/app/emergency/sos.tsx	19		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/emergency/sos.tsx	57	/emergency/trigger	WIRED_CANDIDATE	"const res = await apiFetch<any>(""/emergency/trigger"", {"
patient	patient-app/app/emergency/sos.tsx	66		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/emergency/sos.tsx	106		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/emergency/sos.tsx	116		FAIL_CLOSED_REVIEW	onPress={handleSOS}
patient	patient-app/app/emergency/sos.tsx	176		UI_ACTION_REVIEW	onPress={() => callNumber(item.number)}
patient	patient-app/app/emergency/sos.tsx	205	/emergency/tracking	WIRED_CANDIDATE	"onPress={() => router.push(""/emergency/tracking"" as never)}"
patient	patient-app/app/emergency/sos.tsx	233		FAIL_CLOSED_REVIEW	onPress={() => callNumber(EMERGENCY_NUMBERS.poison)}
patient	patient-app/app/emergency/tracking.tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/emergency/tracking.tsx	31	/emergency/tracking	WIRED_CANDIDATE	const res = await apiFetch('/emergency/tracking');
patient	patient-app/app/emergency/tracking.tsx	60		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/family/calendar.tsx	25		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/calendar.tsx	55	/family/calendar	WIRED_CANDIDATE	"const res = await apiFetch(""/family/calendar"");"
patient	patient-app/app/family/calendar.tsx	84	/family/calendar/event	WIRED_CANDIDATE	"await apiFetch(""/family/calendar/event"", {"
patient	patient-app/app/family/calendar.tsx	124		UI_ACTION_REVIEW	await apiFetch(`/family/calendar/event/${id}`, {
patient	patient-app/app/family/calendar.tsx	171		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/calendar.tsx	187		UI_ACTION_REVIEW	onPress={() => setSelectedDay(i)}
patient	patient-app/app/family/calendar.tsx	223		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/calendar.tsx	227		UI_ACTION_REVIEW	onPress={handleAddEvent}
patient	patient-app/app/family/calendar.tsx	278		UI_ACTION_REVIEW	onPress={() => handleDeleteEvent(e.id)}
patient	patient-app/app/family/chat.tsx	19		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/family/chat.tsx	35	/family/chat/messages	WIRED_CANDIDATE	const res = await apiFetch('/family/chat/messages');
patient	patient-app/app/family/chat.tsx	64	/reports/view-report	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/reports/view-report')} style={{ flexDirection: 'row-reverse', gap: 8, alignItems: 'center' }}>
patient	patient-app/app/family/chat.tsx	81	/family/voice-call	WIRED_CANDIDATE	"<IconButton icon=""call"" onPress={() => router.push('/family/voice-call')} />"
patient	patient-app/app/family/chat.tsx	82	/consultations/video-call	WIRED_CANDIDATE	"<IconButton icon=""video"" onPress={() => router.push({ pathname: '/consultations/video-call', params: { mode: 'video' } })} />"
patient	patient-app/app/family/chat.tsx	88		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/chat.tsx	95		UI_ACTION_REVIEW	<TouchableOpacity onPress={send} style={[st.sendBtn, { backgroundColor: colors.primary } ]}>
patient	patient-app/app/family/chat.tsx	99	/reports/hub	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/reports/hub')} style={st.attachBtn}>
patient	patient-app/app/family/chat.tsx	102		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setRecording(!recording)} style={[st.attachBtn, recording && { backgroundColor: colors.error + '20' } ]}>
patient	patient-app/app/family/emergency-contacts.tsx	62		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/app/family/emergency-contacts.tsx	67		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/emergency-contacts.tsx	127		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/app/family/emergency-contacts.tsx	134		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/emergency-contacts.tsx	138		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/app/family/emergency-contacts.tsx	144	/emergency/sos	WIRED_CANDIDATE	"onPress={() => router.push(""/emergency/sos"")}"
patient	patient-app/app/family/hub.tsx	25		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/hub.tsx	84	/family/members	WIRED_CANDIDATE	"const mems = await apiFetch(""/family/members"");"
patient	patient-app/app/family/hub.tsx	108	/family/invite	WIRED_CANDIDATE	"onPress={() => router.push(""/family/invite"")}"
patient	patient-app/app/family/hub.tsx	122	/(tabs	WIRED_CANDIDATE	"onPress={() => router.push(""/(tabs)/index"" as any)}"
patient	patient-app/app/family/hub.tsx	143		UI_ACTION_REVIEW	onPress={() => router.push(q.route as any)}
patient	patient-app/app/family/hub.tsx	166		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/family/hub.tsx	167		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/family/hub.tsx	198		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/family/hub.tsx	199		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/family/hub.tsx	209	/family/chat	WIRED_CANDIDATE	"onPress={() => router.push(""/family/chat"")}"
patient	patient-app/app/family/hub.tsx	218	/family/invite	WIRED_CANDIDATE	"onPress={() => router.push(""/family/invite"")}"
patient	patient-app/app/family/invite.tsx	9		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/family/invite.tsx	28	/family/invite	WIRED_CANDIDATE	const res = await apiFetch('/family/invite', { method: 'POST' });
patient	patient-app/app/family/invite.tsx	57		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/invite.tsx	89		UI_ACTION_REVIEW	<TouchableOpacity onPress={copyCode}>
patient	patient-app/app/family/invite.tsx	93		UI_ACTION_REVIEW	"<Button label=""مشاركة الرابط"" variant=""gradient"" icon=""share"" onPress={shareLink} />"
patient	patient-app/app/family/invite.tsx	116		UI_ACTION_REVIEW	<TouchableOpacity onPress={copyCode} style={{ flexDirection: 'row-reverse', gap: 6, alignItems: 'center' }}>
patient	patient-app/app/family/join.tsx	17		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/join.tsx	32	/family/join	WIRED_CANDIDATE	"const res = await apiFetch(""/family/join"", {"
patient	patient-app/app/family/join.tsx	82		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/join.tsx	86	/health/family-hub	WIRED_CANDIDATE	"onPress={() => router.replace(""/health/family-hub"")}"
patient	patient-app/app/family/join.tsx	108		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/join.tsx	138		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/join.tsx	143		UI_ACTION_REVIEW	onPress={lookupCode}
patient	patient-app/app/family/join.tsx	145		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/join.tsx	149		UI_ACTION_REVIEW	onPress={() => {
patient	patient-app/app/family/join.tsx	192		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/join.tsx	197		UI_ACTION_REVIEW	onPress={accept}
patient	patient-app/app/family/join.tsx	199		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/join.tsx	203		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/family/member-health.tsx	23		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/member-health.tsx	46		UI_ACTION_REVIEW	const res = await apiFetch(`/family/member-health/${memberId}`);
patient	patient-app/app/family/member-health.tsx	131		UI_ACTION_REVIEW	onPress={() =>
patient	patient-app/app/family/member-health.tsx	132		UI_ACTION_REVIEW	router.push({
patient	patient-app/app/family/member-health.tsx	149		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/family/member-health.tsx	253		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/member-health.tsx	257	/family/chat	WIRED_CANDIDATE	"onPress={() => router.push(""/family/chat"")}"
patient	patient-app/app/family/member-health.tsx	259		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/member-health.tsx	263	/family/voice-call	WIRED_CANDIDATE	"onPress={() => router.push(""/family/voice-call"")}"
patient	patient-app/app/family/member-health.tsx	265		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/member-health.tsx	269	/(tabs	WIRED_CANDIDATE	"onPress={() => router.push(""/(tabs)/consultations"")}"
patient	patient-app/app/family/permission-request.tsx	22	/family/permissions/pending	WIRED_CANDIDATE	apiFetch('/family/permissions/pending')
patient	patient-app/app/family/permission-request.tsx	49		UI_ACTION_REVIEW	await apiFetch(`/family/permissions/respond/${requestInfo._id || requestInfo.id}`, {
patient	patient-app/app/family/permission-request.tsx	83		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg=""rgba(255,255,255,0.18)"" color=""#fff"" onPress={() => router.back()} />"
patient	patient-app/app/family/permission-request.tsx	125		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/permission-request.tsx	129		UI_ACTION_REVIEW	onPress={() => togglePerm(perm.key)}
patient	patient-app/app/family/permission-request.tsx	145		UI_ACTION_REVIEW	"<Button label=""قبول الصلاحيات"" variant=""gradient"" icon=""check_circle"" onPress={handleAccept} full={false} style={{ flex: 1 }}/>"
patient	patient-app/app/family/permission-request.tsx	146		UI_ACTION_REVIEW	"<Button label=""رفض الكل"" variant=""outline"" icon=""close"" onPress={handleReject} full={false} style={{ flex: 1 }}/>"
patient	patient-app/app/family/permissions.tsx	24		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/permissions.tsx	133	/family/permissions/request	WIRED_CANDIDATE	"await apiFetch(""/family/permissions/request"", {"
patient	patient-app/app/family/permissions.tsx	165		UI_ACTION_REVIEW	await apiFetch(`/family/remove-member/${memberId}`, {
patient	patient-app/app/family/permissions.tsx	213		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/permissions.tsx	285		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/permissions.tsx	289		UI_ACTION_REVIEW	onPress={handleRemoveMember}
patient	patient-app/app/family/permissions.tsx	342		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/permissions.tsx	348		UI_ACTION_REVIEW	onPress={handleSave}
patient	patient-app/app/family/shared-calendar.tsx	24		UI_ACTION_REVIEW	"import { apiFetch } from ""../../src/utils/api"";"
patient	patient-app/app/family/shared-calendar.tsx	54	/family/calendar	WIRED_CANDIDATE	"const res = await apiFetch(""/family/calendar"");"
patient	patient-app/app/family/shared-calendar.tsx	83	/family/calendar/event	WIRED_CANDIDATE	"await apiFetch(""/family/calendar/event"", {"
patient	patient-app/app/family/shared-calendar.tsx	124		UI_ACTION_REVIEW	await apiFetch(`/family/calendar/event/${id}`, {
patient	patient-app/app/family/shared-calendar.tsx	172		UI_ACTION_REVIEW	"<IconButton icon=""back"" onPress={() => router.back()} />"
patient	patient-app/app/family/shared-calendar.tsx	188		UI_ACTION_REVIEW	onPress={() => setSelectedDay(i)}
patient	patient-app/app/family/shared-calendar.tsx	224		UI_ACTION_REVIEW	<Button
patient	patient-app/app/family/shared-calendar.tsx	228		UI_ACTION_REVIEW	onPress={handleAddEvent}
patient	patient-app/app/family/shared-calendar.tsx	279		UI_ACTION_REVIEW	onPress={() => handleDeleteEvent(e.id)}
patient	patient-app/app/family/voice-call.tsx	56		UI_ACTION_REVIEW	onPress={() => setMuted(!muted)}
patient	patient-app/app/family/voice-call.tsx	62		UI_ACTION_REVIEW	onPress={() => setSpeaker(!speaker)}
patient	patient-app/app/family/voice-call.tsx	68	/family/chat	WIRED_CANDIDATE	"onPress={() => router.push(""/family/chat"")}"
patient	patient-app/app/family/voice-call.tsx	71		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={st.endBtn}>
patient	patient-app/app/family/voice-call.tsx	82		UI_ACTION_REVIEW	onPress={onPress}
patient	patient-app/app/health/actionable-order.tsx	52	/pharmacy	WIRED_CANDIDATE	router.push('/pharmacy');
patient	patient-app/app/health/actionable-order.tsx	58	/diagnostics	WIRED_CANDIDATE	router.push('/diagnostics');
patient	patient-app/app/health/actionable-order.tsx	65		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => router.back()} style={styles.backBtn}>
patient	patient-app/app/health/actionable-order.tsx	97		UI_ACTION_REVIEW	<TouchableOpacity style={styles.actionBtn} onPress={handleOrderMeds} disabled={loading}>
patient	patient-app/app/health/actionable-order.tsx	126		UI_ACTION_REVIEW	<TouchableOpacity style={[styles.actionBtn, { backgroundColor: theme.warning }]} onPress={handleBookLabs} disabled={loading}>
patient	patient-app/app/health/actionable-order.tsx	148	/diagnostics	WIRED_CANDIDATE	<TouchableOpacity style={[styles.actionBtn, { backgroundColor: theme.info }]} onPress={() => router.push('/diagnostics')} disabled={loading}>
patient	patient-app/app/health/chronic-disease.tsx	11		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/health/chronic-disease.tsx	26	/health/chronic-diseases	WIRED_CANDIDATE	apiFetch('/health/chronic-diseases').catch(() => null),
patient	patient-app/app/health/chronic-disease.tsx	27	/health/vitals	WIRED_CANDIDATE	apiFetch('/health/vitals').catch(() => null),
patient	patient-app/app/health/chronic-disease.tsx	46		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/app/health/chronic-disease.tsx	64		UI_ACTION_REVIEW	<TouchableOpacity onPress={() => setExpandedId(expandedId === cond.id ? null : cond.id)} style={styles.condHeader}>
patient	patient-app/app/health/chronic-disease.tsx	133	/(tabs	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/app/health/chronic-disease.tsx	160	/health/vitals	WIRED_CANDIDATE	<TouchableOpacity onPress={() => router.push('/health/vitals')}
patient	patient-app/app/health/chronic-medications.tsx	12		UI_ACTION_REVIEW	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/health/chronic-medications.tsx	24	/health/chronic-meds	WIRED_CANDIDATE	const res = await apiFetch('/health/chronic-meds');
patient	patient-app/app/health/chronic-medications.tsx	37	/(tabs	WIRED_CANDIDATE	router.push({ pathname: '/(tabs)/pharmacy', params: { search: med.name } });
patient	patient-app/app/health/chronic-medications.tsx	45	/health/medication-reminder-add	WIRED_CANDIDATE	"<IconButton icon=""add"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/health/medication-reminder-add')} />"
patient	patient-app/app/health/chronic-medications.tsx	47		UI_ACTION_REVIEW	"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
patient	patient-app/app/health/chronic-medications.tsx	103		UI_ACTION_REVIEW	"<Button label=""طلب من الصيدلية الآن"" variant=""primary"" icon=""shopping_cart"" size=""sm"" onPress={() => orderFromPharmacy(m)} style={{ marginTop: 8 }} />"
patient	patient-app/app/health/chronic-medications.tsx	109	/health/medication-reminder-add	WIRED_CANDIDATE	"<Button label=""إضافة دواء مزمن جديد"" variant=""outline"" icon=""add"" onPress={() => router.push('/health/medication-reminder-add')} />"
patient	patient-app/app/health/conditions-allergies.tsx	141		UI_ACTION_REVIEW	onPress={() => router.back()}
patient	patient-app/app/health/conditions-allergies.tsx	170		UI_ACTION_REVIEW	onPress={() => addCondition(c)}
patient	patient-app/app/health/conditions-allergies.tsx	197		UI_ACTION_REVIEW	onPress={() => removeCondition(c)}
